make,model,year,vehicle_class,class_simple,engine_displacement_l,cylinders,displacement_per_cyl,fuel_type,fuel_simple,fuel_enc,city_mpg,highway_mpg,combined_mpg,hwy_city_ratio,co2_grams_per_mile,co2_per_mpg,cd,aero_efficiency,year_rel
Toyota,Tundra 2WD,2022,Standard Pickup Trucks 2WD,Pickup,3.4,6.0,0.5666666666666667,Regular,regular,3,20,24,22,1.2,410.0,18.636363636363637,,,12
Ford,Ranger 4WD,2022,Standard Pickup Trucks 4WD,Pickup,2.3,4.0,0.575,Regular,regular,3,19,24,21,1.263157894736842,420.0,20.0,,,12
Toyota,Tundra 4WD,2022,Standard Pickup Trucks 4WD,Pickup,3.4,6.0,0.5666666666666667,Regular,regular,3,19,22,20,1.1578947368421053,441.0,22.05,,,12
Toyota,Tundra 4WD PRO,2022,Standard Pickup Trucks 4WD,Pickup,3.4,6.0,0.5666666666666667,Regular,regular,3,18,20,19,1.1111111111111112,461.0,24.263157894736842,,,12
Land Rover,New Range Rover P360 MHEV,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,18,26,21,1.4444444444444444,427.0,20.333333333333332,,,12
Land Rover,New Range Rover P400 MHEV,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,18,26,21,1.4444444444444444,427.0,20.333333333333332,,,12
Land Rover,New Range Rover P400 LWB MHEV,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,18,26,21,1.4444444444444444,427.0,20.333333333333332,,,12
Land Rover,New Range Rover P360 LWB MHEV,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,18,26,21,1.4444444444444444,427.0,20.333333333333332,,,12
Mercedes-Benz,GLE450 4matic,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,20,26,22,1.3,394.0,17.90909090909091,,,12
Mini,Cooper Convertible,2023,Minicompact Cars,Other,1.5,3.0,0.5,Premium,premium,2,29,38,32,1.3103448275862069,273.0,8.53125,,,13
Mini,Cooper Convertible,2023,Minicompact Cars,Other,1.5,3.0,0.5,Premium,premium,2,27,37,31,1.3703703703703705,284.0,9.161290322580646,,,13
Bmw,M850i xDrive Coupe,2023,Subcompact Cars,Subcompact,4.4,8.0,0.55,Premium,premium,2,17,24,19,1.411764705882353,457.0,24.05263157894737,,,13
Bmw,M850i xDrive Convertible,2023,Subcompact Cars,Subcompact,4.4,8.0,0.55,Premium,premium,2,17,24,19,1.411764705882353,457.0,24.05263157894737,,,13
Bmw,M8 Competition Coupe,2023,Subcompact Cars,Subcompact,4.4,8.0,0.55,Premium,premium,2,15,22,17,1.4666666666666666,517.0,30.41176470588235,,,13
Bmw,M8 Competition Convertible,2023,Subcompact Cars,Subcompact,4.4,8.0,0.55,Premium,premium,2,15,22,17,1.4666666666666666,517.0,30.41176470588235,,,13
Mini,Cooper Hardtop 2 door,2023,Subcompact Cars,Subcompact,1.5,3.0,0.5,Premium,premium,2,29,38,32,1.3103448275862069,273.0,8.53125,,,13
Mini,Cooper Hardtop 2 door,2023,Subcompact Cars,Subcompact,1.5,3.0,0.5,Premium,premium,2,27,37,31,1.3703703703703705,284.0,9.161290322580646,,,13
Mini,Cooper Hardtop 4 door,2023,Subcompact Cars,Subcompact,1.5,3.0,0.5,Premium,premium,2,29,38,32,1.3103448275862069,273.0,8.53125,,,13
Mini,Cooper Hardtop 4 door,2023,Subcompact Cars,Subcompact,1.5,3.0,0.5,Premium,premium,2,27,37,31,1.3703703703703705,284.0,9.161290322580646,,,13
Bmw,X2 M35i,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,24,31,27,1.2916666666666667,333.0,12.333333333333334,,,13
Bmw,M850i xDrive Gran Coupe,2023,Midsize Cars,Midsize,4.4,8.0,0.55,Premium,premium,2,17,24,19,1.411764705882353,457.0,24.05263157894737,,,13
Bmw,Alpina B8 Gran Coupe,2023,Midsize Cars,Midsize,4.4,8.0,0.55,Premium,premium,2,17,24,19,1.411764705882353,457.0,24.05263157894737,,,13
Bmw,M8 Competition Gran Coupe,2023,Midsize Cars,Midsize,4.4,8.0,0.55,Premium,premium,2,15,22,17,1.4666666666666666,517.0,30.41176470588235,,,13
Kia,Stinger AWD,2023,Midsize Cars,Midsize,2.5,4.0,0.625,Premium,premium,2,21,29,24,1.380952380952381,380.0,15.833333333333334,,,13
Kia,Stinger RWD,2023,Midsize Cars,Midsize,2.5,4.0,0.625,Premium,premium,2,22,32,25,1.4545454545454546,355.0,14.2,,,13
Kia,Stinger AWD,2023,Midsize Cars,Midsize,3.3,6.0,0.5499999999999999,Premium,premium,2,17,24,20,1.411764705882353,451.0,22.55,,,13
Kia,Stinger RWD,2023,Midsize Cars,Midsize,3.3,6.0,0.5499999999999999,Premium,premium,2,18,25,20,1.3888888888888888,437.0,21.85,,,13
Mini,Cooper Countryman,2023,Midsize Cars,Midsize,1.5,3.0,0.5,Premium,premium,2,26,32,28,1.2307692307692308,311.0,11.107142857142858,,,13
Mini,Cooper Countryman All4,2023,Midsize Cars,Midsize,1.5,3.0,0.5,Premium,premium,2,23,31,26,1.3478260869565217,336.0,12.923076923076923,,,13
Mini,John Cooper Works Clubman All4,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,23,31,26,1.3478260869565217,339.0,13.038461538461538,,,13
Mini,JCW Countryman All4,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,24,30,26,1.25,338.0,13.0,,,13
Genesis,G90 AWD,2023,Large Cars,Large,3.5,6.0,0.5833333333333334,Premium,premium,2,18,26,21,1.4444444444444444,426.0,20.285714285714285,,,13
Kia,Seltos FWD,2023,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,29,35,31,1.206896551724138,283.0,9.129032258064516,,,13
Mitsubishi,Eclipse Cross 2WD,2023,Small Sport Utility Vehicle 2WD,Other,1.5,4.0,0.375,Regular,regular,3,25,28,26,1.12,338.0,13.0,,,13
Mitsubishi,Eclipse Cross ES 2WD,2023,Small Sport Utility Vehicle 2WD,Other,1.5,4.0,0.375,Regular,regular,3,26,29,27,1.1153846153846154,327.0,12.11111111111111,,,13
Jaguar,E-Pace,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,20,26,23,1.3,398.0,17.304347826086957,,,13
Kia,Seltos AWD,2023,Small Sport Utility Vehicle 4WD,Other,1.6,4.0,0.4,Regular,regular,3,25,30,27,1.2,331.0,12.25925925925926,,,13
Kia,Seltos AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,27,31,29,1.1481481481481481,314.0,10.827586206896552,,,13
Mazda,CX-50 4WD,2023,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,24,30,27,1.25,335.0,12.407407407407407,,,13
Mazda,CX-50 4WD,2023,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,23,29,25,1.2608695652173914,356.0,14.24,,,13
Mitsubishi,Eclipse Cross 4WD,2023,Small Sport Utility Vehicle 4WD,Other,1.5,4.0,0.375,Regular,regular,3,25,26,25,1.04,347.0,13.88,,,13
Mitsubishi,Eclipse Cross ES 4WD,2023,Small Sport Utility Vehicle 4WD,Other,1.5,4.0,0.375,Regular,regular,3,25,28,26,1.12,337.0,12.961538461538462,,,13
Audi,RS 3,2022,Subcompact Cars,Subcompact,2.5,5.0,0.5,Premium,premium,2,20,29,23,1.45,383.0,16.652173913043477,,,12
Land Rover,New Range Rover,2022,Standard Sport Utility Vehicle 4WD,Other,4.4,8.0,0.55,Premium,premium,2,16,21,18,1.3125,508.0,28.22222222222222,,,12
Land Rover,New Range Rover LWB,2022,Standard Sport Utility Vehicle 4WD,Other,4.4,8.0,0.55,Premium,premium,2,16,21,18,1.3125,505.0,28.055555555555557,,,12
Mini,Cooper S Convertible,2023,Minicompact Cars,Other,2.0,4.0,0.5,Premium,premium,2,27,36,30,1.3333333333333333,293.0,9.766666666666667,,,13
Mini,Cooper S Convertible,2023,Minicompact Cars,Other,2.0,4.0,0.5,Premium,premium,2,23,33,27,1.434782608695652,329.0,12.185185185185185,,,13
Mini,John Cooper Works Convertible,2023,Minicompact Cars,Other,2.0,4.0,0.5,Premium,premium,2,24,33,27,1.375,322.0,11.925925925925926,,,13
Bmw,840i Coupe,2023,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,373.0,15.541666666666666,,,13
Bmw,840i xDrive Coupe,2023,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,373.0,15.541666666666666,,,13
Bmw,840i Convertible,2023,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,374.0,15.583333333333334,,,13
Bmw,840i xDrive Convertible,2023,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,373.0,15.541666666666666,,,13
Mini,Cooper S Hardtop 2 door,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,28,38,31,1.3571428571428572,280.0,9.03225806451613,,,13
Mini,Cooper S Hardtop 2 door,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,23,33,27,1.434782608695652,331.0,12.25925925925926,,,13
Mini,Cooper S Hardtop 4 door,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,28,38,31,1.3571428571428572,280.0,9.03225806451613,,,13
Mini,Cooper S Hardtop 4 door,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,23,33,27,1.434782608695652,331.0,12.25925925925926,,,13
Mini,John Cooper Works Hardtop 2 door,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,25,34,29,1.36,307.0,10.586206896551724,,,13
Mini,John Cooper Works Hardtop 2 door,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,22,31,25,1.4090909090909092,348.0,13.92,,,13
Bmw,430i xDrive Gran Coupe,2023,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,23,33,27,1.434782608695652,329.0,12.185185185185185,,,13
Bmw,X2 xDrive28i,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,24,31,27,1.2916666666666667,333.0,12.333333333333334,,,13
Bmw,X2 sDrive28i,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,24,32,27,1.3333333333333333,329.0,12.185185185185185,,,13
Bmw,840i Gran Coupe,2023,Midsize Cars,Midsize,3.0,6.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,374.0,15.583333333333334,,,13
Bmw,840i xDrive Gran Coupe,2023,Midsize Cars,Midsize,3.0,6.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,373.0,15.541666666666666,,,13
Mini,Cooper S Clubman,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,25,35,29,1.4,307.0,10.586206896551724,,,13
Mini,Cooper S Clubman,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,22,32,25,1.4545454545454546,349.0,13.96,,,13
Mini,Cooper S Countryman,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,24,33,28,1.375,321.0,11.464285714285714,,,13
Mini,Cooper S Countryman All4,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,23,31,26,1.3478260869565217,341.0,13.115384615384615,,,13
Mini,Cooper S Clubman All4,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,23,32,27,1.391304347826087,332.0,12.296296296296296,,,13
Genesis,G90 MHEV,2023,Large Cars,Large,3.5,6.0,0.5833333333333334,Premium,premium,2,17,24,20,1.411764705882353,441.0,22.05,,,13
Subaru,BRZ,2023,Minicompact Cars,Other,2.4,4.0,0.6,Premium,premium,2,20,27,22,1.35,398.0,18.09090909090909,,,13
Subaru,BRZ,2023,Minicompact Cars,Other,2.4,4.0,0.6,Premium,premium,2,21,30,25,1.4285714285714286,362.0,14.48,,,13
Ford,Shelby GT500 Mustang,2022,Subcompact Cars,Subcompact,5.2,8.0,0.65,Premium,premium,2,12,18,14,1.5,631.0,45.07142857142857,,,12
Jeep,Grand Wagoneer 2WD,2022,Standard Sport Utility Vehicle 2WD,Other,3.0,6.0,0.5,Premium,premium,2,15,21,17,1.4,521.0,30.647058823529413,,,12
Jeep,Grand Wagoneer 4WD,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,14,20,17,1.4285714285714286,537.0,31.58823529411765,,,12
Chevrolet,Corvette,2023,Two Seaters,Two Seater,6.2,8.0,0.775,Regular,regular,3,16,24,19,1.5,480.0,25.263157894736842,0.286,83.91608391608392,13
Hyundai,Elantra,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,30,40,34,1.3333333333333333,263.0,7.735294117647059,,,13
Hyundai,Elantra,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,33,42,37,1.2727272727272727,245.0,6.621621621621622,,,13
Hyundai,Elantra,2023,Midsize Cars,Midsize,1.6,4.0,0.4,Regular,regular,3,28,36,31,1.2857142857142858,288.0,9.290322580645162,,,13
Hyundai,Elantra Hybrid,2023,Midsize Cars,Midsize,1.6,4.0,0.4,Regular,regular,3,49,52,50,1.0612244897959184,177.0,3.54,,,13
Hyundai,Elantra Hybrid Blue,2023,Midsize Cars,Midsize,1.6,4.0,0.4,Regular,regular,3,53,56,54,1.0566037735849056,165.0,3.0555555555555554,,,13
Genesis,G80 AWD,2023,Large Cars,Large,2.5,4.0,0.625,Premium,premium,2,22,30,25,1.3636363636363635,361.0,14.44,,,13
Genesis,G80 RWD,2023,Large Cars,Large,2.5,4.0,0.625,Premium,premium,2,22,32,26,1.4545454545454546,346.0,13.307692307692308,,,13
Genesis,G80 AWD,2023,Large Cars,Large,3.5,6.0,0.5833333333333334,Premium,premium,2,16,25,19,1.5625,465.0,24.473684210526315,,,13
Kia,Soul,2023,Small Station Wagons,Wagon,2.0,4.0,0.5,Regular,regular,3,28,33,30,1.1785714285714286,301.0,10.033333333333333,,,13
Kia,Soul Eco dynamics,2023,Small Station Wagons,Wagon,2.0,4.0,0.5,Regular,regular,3,29,35,31,1.206896551724138,287.0,9.258064516129032,,,13
Kia,Carnival,2023,Minivan - 2WD,Minivan,3.5,6.0,0.5833333333333334,Regular,regular,3,19,26,22,1.368421052631579,408.0,18.545454545454547,,,13
Buick,Encore GX FWD,2023,Small Sport Utility Vehicle 2WD,Other,1.2,3.0,0.39999999999999997,Regular,regular,3,29,31,30,1.0689655172413792,296.0,9.866666666666667,,,13
Buick,Encore GX FWD,2023,Small Sport Utility Vehicle 2WD,Other,1.3,3.0,0.43333333333333335,Regular,regular,3,29,32,30,1.103448275862069,297.0,9.9,,,13
Chevrolet,Trailblazer FWD,2023,Small Sport Utility Vehicle 2WD,Other,1.2,3.0,0.39999999999999997,Regular,regular,3,29,31,30,1.0689655172413792,296.0,9.866666666666667,,,13
Chevrolet,Trailblazer FWD,2023,Small Sport Utility Vehicle 2WD,Other,1.3,3.0,0.43333333333333335,Regular,regular,3,29,33,31,1.1379310344827587,290.0,9.35483870967742,,,13
Hyundai,Palisade FWD,2023,Small Sport Utility Vehicle 2WD,Other,3.8,6.0,0.6333333333333333,Regular,regular,3,19,27,22,1.4210526315789473,406.0,18.454545454545453,,,13
Buick,Encore GX AWD,2023,Small Sport Utility Vehicle 4WD,Other,1.3,3.0,0.43333333333333335,Regular,regular,3,26,29,27,1.1153846153846154,324.0,12.0,,,13
Chevrolet,Trailblazer AWD,2023,Small Sport Utility Vehicle 4WD,Other,1.3,3.0,0.43333333333333335,Regular,regular,3,26,30,28,1.1538461538461537,320.0,11.428571428571429,,,13
Hyundai,Palisade AWD,2023,Small Sport Utility Vehicle 4WD,Other,3.8,6.0,0.6333333333333333,Regular,regular,3,19,25,21,1.3157894736842106,422.0,20.095238095238095,,,13
Hyundai,Santa Fe Hybrid,2023,Small Sport Utility Vehicle 4WD,Other,1.6,4.0,0.4,Regular,regular,3,33,30,32,0.9090909090909091,283.0,8.84375,,,13
Hyundai,Santa Fe Hybrid Blue,2023,Small Sport Utility Vehicle 4WD,Other,1.6,4.0,0.4,Regular,regular,3,36,31,34,0.8611111111111112,264.0,7.764705882352941,,,13
Mercedes-Benz,C300,2022,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,25,35,29,1.4,305.0,10.517241379310345,0.2,175.0,12
Aston Martin,Vantage V8,2023,Two Seaters,Two Seater,4.0,8.0,0.5,Premium,premium,2,18,24,20,1.3333333333333333,435.0,21.75,,,13
Aston Martin,DB11 V8,2023,Minicompact Cars,Other,4.0,8.0,0.5,Premium,premium,2,18,24,20,1.3333333333333333,431.0,21.55,,,13
Aston Martin,DBX V8,2023,Standard Sport Utility Vehicle 4WD,Other,4.0,8.0,0.5,Premium,premium,2,14,20,16,1.4285714285714286,556.0,34.75,,,13
Mercedes-Benz,C300 4matic,2022,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,23,33,27,1.434782608695652,330.0,12.222222222222221,,,12
Hyundai,Kona FWD,2023,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,30,35,32,1.1666666666666667,281.0,8.78125,,,13
Hyundai,Kona AWD,2023,Small Sport Utility Vehicle 4WD,Other,1.6,4.0,0.4,Regular,regular,3,27,32,29,1.1851851851851851,311.0,10.724137931034482,,,13
Hyundai,Kona AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,28,33,30,1.1785714285714286,301.0,10.033333333333333,,,13
Ford,Bronco Raptor 4WD,2022,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Regular,regular,3,15,16,15,1.0666666666666667,577.0,38.46666666666667,,,12
Lamborghini,Huracan Coupe,2023,Two Seaters,Two Seater,5.2,10.0,0.52,Premium,premium,2,13,18,15,1.3846153846153846,596.0,39.733333333333334,,,13
Lamborghini,Huracan Coupe 2WD,2023,Two Seaters,Two Seater,5.2,10.0,0.52,Premium,premium,2,13,18,15,1.3846153846153846,593.0,39.53333333333333,,,13
Lamborghini,Huracan Spyder,2023,Two Seaters,Two Seater,5.2,10.0,0.52,Premium,premium,2,13,18,15,1.3846153846153846,596.0,39.733333333333334,,,13
Lamborghini,Huracan Spyder 2WD,2023,Two Seaters,Two Seater,5.2,10.0,0.52,Premium,premium,2,13,18,15,1.3846153846153846,593.0,39.53333333333333,,,13
Acura,Integra,2023,Large Cars,Large,1.5,4.0,0.375,Premium,premium,2,30,37,33,1.2333333333333334,269.0,8.151515151515152,,,13
Acura,Integra A-Spec,2023,Large Cars,Large,1.5,4.0,0.375,Premium,premium,2,29,36,32,1.2413793103448276,277.0,8.65625,,,13
Acura,Integra A-Spec,2023,Large Cars,Large,1.5,4.0,0.375,Premium,premium,2,26,36,30,1.3846153846153846,293.0,9.766666666666667,,,13
Subaru,Crosstrek AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,28,33,30,1.1785714285714286,297.0,9.9,,,13
Subaru,Crosstrek AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,22,29,25,1.3181818181818181,355.0,14.2,,,13
Subaru,Crosstrek AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,27,34,29,1.2592592592592593,303.0,10.448275862068966,,,13
Chevrolet,Camaro,2023,Subcompact Cars,Subcompact,3.6,6.0,0.6,Regular,regular,3,16,26,20,1.625,453.0,22.65,,,13
Chevrolet,Camaro,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,19,28,22,1.4736842105263157,401.0,18.227272727272727,,,13
Chevrolet,Camaro,2023,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,22,30,25,1.3636363636363635,360.0,14.4,,,13
Chevrolet,Camaro,2023,Subcompact Cars,Subcompact,6.2,8.0,0.775,Premium,premium,2,14,20,16,1.4285714285714286,559.0,34.9375,,,13
Chevrolet,Camaro,2023,Subcompact Cars,Subcompact,6.2,8.0,0.775,Premium,premium,2,13,21,16,1.6153846153846154,571.0,35.6875,,,13
Chevrolet,Camaro,2023,Subcompact Cars,Subcompact,6.2,8.0,0.775,Premium,premium,2,16,24,19,1.5,477.0,25.105263157894736,,,13
Kia,Forte,2023,Midsize Cars,Midsize,1.6,4.0,0.4,Regular,regular,3,22,31,26,1.4090909090909092,348.0,13.384615384615385,,,13
Kia,Forte,2023,Midsize Cars,Midsize,1.6,4.0,0.4,Regular,regular,3,27,35,30,1.2962962962962963,296.0,9.866666666666667,,,13
Kia,Forte FE,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,30,41,34,1.3666666666666667,261.0,7.676470588235294,,,13
Kia,Forte,2023,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,28,39,32,1.3928571428571428,277.0,8.65625,,,13
Maserati,Ghibli Trofeo,2023,Midsize Cars,Midsize,3.8,8.0,0.475,Premium,premium,2,13,20,16,1.5384615384615385,560.0,35.0,,,13
Maserati,Ghibli GT,2023,Midsize Cars,Midsize,3.0,6.0,0.5,Premium,premium,2,18,25,20,1.3888888888888888,436.0,21.8,,,13
Maserati,Ghibli Modena RWD,2023,Midsize Cars,Midsize,3.0,6.0,0.5,Premium,premium,2,18,25,20,1.3888888888888888,436.0,21.8,,,13
Kia,K5,2023,Large Cars,Large,1.6,4.0,0.4,Regular,regular,3,27,37,31,1.3703703703703705,293.0,9.451612903225806,,,13
Kia,K5 AWD,2023,Large Cars,Large,1.6,4.0,0.4,Regular,regular,3,25,33,28,1.32,316.0,11.285714285714286,,,13
Kia,K5,2023,Large Cars,Large,2.5,4.0,0.625,Regular,regular,3,24,32,27,1.3333333333333333,332.0,12.296296296296296,,,13
Maserati,Quattroporte Trofeo,2023,Large Cars,Large,3.8,8.0,0.475,Premium,premium,2,13,20,16,1.5384615384615385,560.0,35.0,,,13
Maserati,Quattroporte Modena RWD,2023,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,16,25,19,1.5625,453.0,23.842105263157894,,,13
Maserati,Quattroporte GT,2023,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,16,25,19,1.5625,453.0,23.842105263157894,,,13
Honda,HR-V AWD,2023,Small Station Wagons,Wagon,2.0,4.0,0.5,Regular,regular,3,25,30,27,1.2,326.0,12.074074074074074,,,13
Honda,HR-V FWD,2023,Small Station Wagons,Wagon,2.0,4.0,0.5,Regular,regular,3,26,32,28,1.2307692307692308,309.0,11.035714285714286,,,13
Cadillac,XT5 Hearse FWD,2023,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,20,23,21,1.15,425.0,20.238095238095237,,,13
Cadillac,XT5 Limo FWD,2023,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,20,23,21,1.15,425.0,20.238095238095237,,,13
Cadillac,XT5 Hearse AWD,2023,Special Purpose Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,20,23,21,1.15,425.0,20.238095238095237,,,13
Cadillac,XT5 Limo AWD,2023,Special Purpose Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,20,23,21,1.15,425.0,20.238095238095237,,,13
Buick,Envision FWD,2023,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,23,31,26,1.3478260869565217,337.0,12.961538461538462,,,13
Cadillac,XT4 FWD,2023,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,23,30,26,1.3043478260869565,341.0,13.115384615384615,,,13
Cadillac,XT5 FWD,2023,Small Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,19,26,21,1.368421052631579,419.0,19.952380952380953,,,13
Cadillac,XT6 FWD,2023,Small Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,19,26,21,1.368421052631579,419.0,19.952380952380953,,,13
Cadillac,XT5 FWD,2023,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,22,29,24,1.3181818181818181,370.0,15.416666666666666,,,13
Cadillac,XT6 FWD,2023,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,21,27,23,1.2857142857142858,386.0,16.782608695652176,,,13
Chevrolet,Blazer FWD,2023,Small Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,19,27,22,1.4210526315789473,404.0,18.363636363636363,,,13
Hyundai,Kona FWD,2023,Small Sport Utility Vehicle 2WD,Other,1.6,4.0,0.4,Regular,regular,3,29,35,32,1.206896551724138,284.0,8.875,,,13
Buick,Envision AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,22,29,25,1.3181818181818181,355.0,14.2,,,13
Cadillac,XT5 AWD,2023,Small Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,18,25,21,1.3888888888888888,426.0,20.285714285714285,,,13
Cadillac,XT6 AWD,2023,Small Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,18,25,21,1.3888888888888888,433.0,20.61904761904762,,,13
Cadillac,XT4 AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,22,29,24,1.3181818181818181,370.0,15.416666666666666,,,13
Cadillac,XT5 AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,21,27,23,1.2857142857142858,386.0,16.782608695652176,,,13
Cadillac,XT6 AWD,2023,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,21,26,23,1.2380952380952381,386.0,16.782608695652176,,,13
Chevrolet,Blazer AWD,2023,Small Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,19,26,21,1.368421052631579,417.0,19.857142857142858,,,13
Buick,Enclave FWD,2023,Standard Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,18,26,21,1.4444444444444444,424.0,20.19047619047619,,,13
Chevrolet,Traverse FWD,2023,Standard Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,18,27,21,1.5,417.0,19.857142857142858,,,13
Gmc,Acadia FWD,2023,Standard Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,19,27,22,1.4210526315789473,404.0,18.363636363636363,,,13
Aston Martin,DBX 707,2023,Standard Sport Utility Vehicle 4WD,Other,4.0,8.0,0.5,Premium,premium,2,15,20,17,1.3333333333333333,536.0,31.529411764705884,,,13
Buick,Enclave AWD,2023,Standard Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,17,25,20,1.4705882352941178,448.0,22.4,,,13
Chevrolet,Traverse AWD,2023,Standard Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,17,25,20,1.4705882352941178,448.0,22.4,,,13
Gmc,Acadia AWD,2023,Standard Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,19,26,21,1.368421052631579,417.0,19.857142857142858,,,13
Land Rover,New Range Rover Sport,2023,Standard Sport Utility Vehicle 4WD,Other,4.4,8.0,0.55,Premium,premium,2,16,21,18,1.3125,508.0,28.22222222222222,,,13
Maserati,Levante Modena,2023,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,16,22,18,1.375,495.0,27.5,,,13
